name,force,level,mechanic,equipment,primaryMuscles,secondaryMuscles,instructions,id,,,
One-Arm Side Laterals,push,beginner,isolation,dumbbell,"[""shoulders""]",[],"[""Pick a dumbbell and place it in one of your hands. Your non lifting hand should be used to grab something steady such as an incline bench press. Lean towards your lifting arm and away from the hand that is gripping the incline bench as this will allow you to keep your balance."", ""Stand with a straight torso and have the dumbbell by your side at arm's length with the palm of the hand facing you. This will be your starting position."", ""While maintaining the torso stationary (no swinging), lift the dumbbell to your side with a slight bend on the elbow and your hand slightly tilted forward as if pouring water in a glass. Continue to go up until you arm is parallel to the floor. Exhale as you execute this movement and pause for a second at the top."", ""Lower the dumbbell back down slowly to the starting position as you inhale."", ""Repeat for the recommended amount of repetitions."", ""Switch arms and repeat the exercise.""]",One-Arm_Side_Laterals,,,
One-Legged Cable Kickback,push,intermediate,isolation,cable,"[""glutes""]","[""hamstrings""]","[""Hook a leather ankle cuff to a low cable pulley and then attach the cuff to your ankle."", ""Face the weight stack from a distance of about two feet, grasping the steel frame for support."", ""While keeping your knees and hips bent slightly and your abs tight, contract your glutes to slowly \""kick\"" the working leg back in a semicircular arc as high as it will comfortably go as you breathe out. Tip: At full extension, squeeze your glutes for a second in order to achieve a peak contraction."", ""Now slowly bring your working leg forward, resisting the pull of the cable until you reach the starting position."", ""Repeat for the recommended amount of repetitions."", ""Switch legs and repeat the movement for the other side.""]",One-Legged_Cable_Kickback,,,
One Arm Chin-Up,pull,expert,compound,other,"[""middle back""]","[""biceps"", ""forearms"", ""lats""]","[""For this exercise, start out by placing a towel around a chin up bar."", ""Grab the chin-up bar with your palm facing you. One hand will be grabbing the chin-up bar and the other will be grabbing the towel."", ""Bring your torso back around 30 degrees or so while creating a curvature on your lower back and sticking your chest out. This is your starting position.v"", ""Pull your torso up until the bar touches your upper chest by drawing the shoulders and the upper arms down and back. Exhale as you perform this portion of the movement. Tip: Concentrate on squeezing the back muscles once you reach the full contracted position. The upper torso should remain stationary as it moves through space and only the arms should move. The forearms should do no other work other than hold the bar."", ""After a second on the contracted position, start to inhale and slowly lower your torso back to the starting position when your arms are fully extended and the lats are fully stretched."", ""Repeat this motion for the prescribed amount of repetitions."", ""Switch arms and repeat the movement.""]",One_Arm_Chin-Up,,,
One Arm Dumbbell Bench Press,push,beginner,compound,dumbbell,"[""chest""]","[""shoulders"", ""triceps""]","[""Lie down on a flat bench with a dumbbell in one hand on top of your thigh."", ""By using your thigh to help you get the dumbbell up, clean the dumbbell up so that you can hold it in front of you at shoulder width. Use the hand you are not lifting with to help position the dumbbell over you properly."", ""Once at shoulder width, rotate your wrist forward so that the palm of your hand is facing away from you. This will be your starting position."", ""Bring down the weights slowly to your side as you breathe in. Keep full control of the dumbbell at all times. Tip: Use the hand that you are not lifting with to help keep the dumbbell balance as you may struggle a bit at first. Only use your non-lifting hand if it is needed. Otherwise, keep it resting to the side."", ""As you breathe out, push the dumbbells up using your pectoral muscles. Lock your arms in the contracted position, squeeze your chest, hold for a second and then start coming down slowly. Tip: It should take at least twice as long to go down than to come up."", ""Repeat the movement for the prescribed amount of repetitions of your training program."", ""Switch arms and repeat the movement.""]",One_Arm_Dumbbell_Bench_Press,,,
One Arm Dumbbell Preacher Curl,pull,beginner,isolation,dumbbell,"[""biceps""]",[],"[""Grab a dumbbell with the right arm and place the upper arm on top of the preacher bench or the incline bench. The dumbbell should be held at shoulder length. This will be your starting position."", ""As you breathe in, slowly lower the dumbbell until your upper arm is extended and the biceps is fully stretched."", ""As you exhale, use the biceps to curl the weight up until your biceps is fully contracted and the dumbbell is at shoulder height. Again, remember that to ensure full contraction you need to bring that small finger higher than the thumb."", ""Squeeze the biceps hard for a second at the contracted position and repeat for the recommended amount of repetitions."", ""Switch arms and repeat the movement.""]",One_Arm_Dumbbell_Preacher_Curl,,,
One Arm Floor Press,push,intermediate,compound,barbell,"[""triceps""]","[""chest"", ""shoulders""]","[""Lie down on a flat surface with your back pressing against the floor or an exercise mat. Make sure your knees are bent."", ""Have a partner hand you the bar on one hand. When starting, your arm should be just about fully extended, similar to the starting position of a barbell bench press. However, this time your grip will be neutral (palms facing your torso)."", ""Make sure the hand you are not using to lift the weight is placed by your side."", ""Begin the exercise by lowering the barbell until your elbow touches the ground. Make sure to breathe in as this is the eccentric (lowering part of the exercise)."", ""Then start lifting the barbell back up to the original starting position. Remember to breathe out during the concentric (lifting part of the exercise)."", ""Repeat until you have performed your recommended repetitions."", ""Switch arms and repeat the movement.""]",One_Arm_Floor_Press,,,
One Arm Lat Pulldown,pull,beginner,compound,cable,"[""lats""]","[""biceps"", ""middle back""]","[""Select an appropriate weight and adjust the knee pad to help keep you down. Grasp the handle with a pronated grip. This will be your starting position."", ""Pull the handle down, squeezing your elbow to your side as you flex the elbow."", ""Pause at the bottom of the motion, and then slowly return the handle to the starting position."", ""For multiple repetitions, avoid completely returning the weight to keep tension on the muscles being worked.""]",One_Arm_Lat_Pulldown,,,
One Arm Pronated Dumbbell Triceps Extension,push,beginner,isolation,dumbbell,"[""triceps""]",[],"[""Lie flat on a bench while holding a dumbbell at arms length. Your arm should be perpendicular to your body. The palm of your hand should be facing towards your feet as a pronated grip is required to perform this exercise."", ""Place your non lifting hand on your bicep for support."", ""Slowly begin to lower the dumbbell down as you breathe in."", ""Then, begin lifting the dumbbell upward as you contract the triceps. Remember to breathe out during the concentric (lifting part of the exercise)."", ""Repeat until you have performed your set repetitions."", ""Switch arms and repeat the movement.""]",One_Arm_Pronated_Dumbbell_Triceps_Extension,,,
One Arm Supinated Dumbbell Triceps Extension,push,beginner,isolation,dumbbell,"[""triceps""]",[],"[""Lie flat on a bench while holding a dumbbell at arms length. Your arm should be perpendicular to your body. The palm of your hand should be facing towards your face as a supinated grip is required to perform this exercise."", ""Place your non lifting hand on your bicep for support."", ""Slowly begin to lower the dumbbell down as you breathe in."", ""Then, begin lifting the dumbbell upward as you contract the triceps. Remember to breathe out during the concentric (lifting part of the exercise)."", ""Repeat until you have performed your set repetitions."", ""Switch arms and repeat the movement."", ""Switch arms again and repeat the movement.""]",One_Arm_Supinated_Dumbbell_Triceps_Extension,,,
One Leg Barbell Squat,push,expert,compound,barbell,"[""quadriceps""]","[""calves"", ""glutes"", ""hamstrings""]","[""Start by standing about 2 to 3 feet in front of a flat bench with your back facing the bench. Have a barbell in front of you on the floor. Tip: Your feet should be shoulder width apart from each other."", ""Bend the knees and use a pronated grip with your hands being wider than shoulder width apart from each other to lift the barbell up until you can rest it on your chest."", ""Then lift the barbell over your head and rest it on the base of your neck. Move one foot back so that your toe is resting on the flat bench. Your other foot should be stationary in front of you. Keep your head up at all times as looking down will get you off balance and also maintain a straight back. Tip: Make sure your back is straight and chest is out while performing this exercise."", ""As you inhale, slowly lower your leg until your thigh is parallel to the floor. At this point, your knee should be over your toes. Your chest should be directly above the middle of your thigh."", ""Leading with the chest and hips and contracting the quadriceps, elevate your leg back to the starting position as you exhale."", ""Repeat for the recommended amount of repetitions."", ""Switch legs and repeat the movement.""]",One_Leg_Barbell_Squat,,,
Otis-Up,pull,beginner,compound,other,"[""abdominals""]","[""chest"", ""shoulders"", ""triceps""]","[""Secure your feet and lay back on the floor. Your knees should be bent. Hold a weight with both hands to your chest. This will be your starting position."", ""Initiate the movement by flexing the hips and spine to raise your torso up from the ground."", ""As you move up, press the weight up so that it is above your head at the top of the movement."", ""Return the weight to your chest as you reverse the sit-up motion, ensuring not to go all the way down to the floor.""]",Otis-Up,,,
Overhead Cable Curl,pull,intermediate,isolation,cable,"[""biceps""]",[],"[""To begin, set a weight that is comfortable on each side of the pulley machine. Note: Make sure that the amount of weight selected is the same on each side."", ""Now adjust the height of the pulleys on each side and make sure that they are positioned at a height higher than that of your shoulders."", ""Stand in the middle of both sides and use an underhand grip (palms facing towards the ceiling) to grab each handle. Your arms should be fully extended and parallel to the floor with your feet positioned shoulder width apart from each other. Your body should be evenly aligned the handles. This is the starting position."", ""While exhaling, slowly squeeze the biceps on each side until your forearms and biceps touch."", ""While inhaling, move your forearms back to the starting position. Note: Your entire body is stationary during this exercise except for the forearms."", ""Repeat for the recommended amount of repetitions prescribed in your program.""]",Overhead_Cable_Curl,,,
Overhead Squat,push,expert,compound,barbell,"[""quadriceps""]","[""abdominals"", ""calves"", ""glutes"", ""hamstrings"", ""lower back"", ""shoulders"", ""triceps""]","[""Start out by having a barbell in front of you on the floor. Your feet should be wider than shoulder width apart from each other."", ""Bend the knees and use a pronated grip (palms facing you) to grab the barbell. Your hands should be at a wider than shoulder width apart from each other before lifting. Once you are positioned, lift the barbell up until you can rest it on your chest."", ""Move the barbell over and slightly behind your head and make sure your arms are fully extended. Keep your head up at all times and also maintain a straight back. Retract your shoulder blades. This is your starting position."", ""Slowly lower the weight by bending your knees until your thighs are parallel to the ground while inhaling. Tip: Keep your back straight while performing this exercise to avoid any injuries and your arms should remain extended and over your head at all times."", ""Now use your feet and legs to help bring the weight back up to the starting position while exhaling."", ""Repeat for the recommended amount of repetitions.""]",Overhead_Squat,,,
Pallof Press,pull,beginner,isolation,cable,"[""abdominals""]","[""chest"", ""shoulders"", ""triceps""]","[""Connect a standard handle to a tower, and—if possible—position the cable to shoulder height. If not, a low pulley will suffice."", ""With your side to the cable, grab the handle with both hands and step away from the tower. You should be approximately arm's length away from the pulley, with the tension of the weight on the cable."", ""With your feet positioned hip-width apart and knees slightly bent, hold the cable to the middle of your chest. This will be your starting position."", ""Press the cable away from your chest, fully extending both arms. You core should be tight and engaged."", ""Hold the repetition for several seconds before returning to the starting position."", ""At the conclusion of the set, repeat facing the other direction.""]",Pallof_Press,,,
Pallof Press With Rotation,pull,beginner,compound,cable,"[""abdominals""]","[""chest"", ""shoulders"", ""triceps""]","[""Connect a standard handle to a tower, and position the cable to shoulder height."", ""With your side to the cable, grab the handle with one hand and step away from the tower. You should be approximately arm's length away from the pulley, with the tension of the weight on the cable. Align outstretched arm with cable."", ""With your feet positioned hip-width apart, pull the cable into your chest and grab the handle with your other hand. Both hands should be on the handle at this time."", ""Facing forward, press the cable away from your chest. You core should be tight and engaged."", ""Keeping your hips straight, twist your torso away from the pulley until you get a full quarter rotation."", ""Maintain your rigid stance and straight arms. Return to the neutral position in a slow and controlled manner. Your arms should be extended in front of you."", ""With the side tension still engaging your core, bring your hands to your chest and immediately press outward to a fully extended position. This constitutes one rep."", ""Repeat to failure."", ""Then, reposition and repeat the same series of movements on the opposite side.""]",Pallof_Press_With_Rotation,,,
Palms-Down Dumbbell Wrist Curl Over A Bench,pull,beginner,isolation,dumbbell,"[""forearms""]",[],"[""Start out by placing two dumbbells on one side of a flat bench."", ""Kneel down on both of your knees so that your body is facing the flat bench."", ""Use your arms to grab both of the dumbbells with a pronated grip (palms facing down) and bring them up so that your forearms are resting against the flat bench. Your wrists should be hanging over the edge."", ""Start out by curling your wrist upwards and exhaling."", ""Slowly lower your wrists back down to the starting position while inhaling."", ""Your forearms should be stationary as your wrist is the only movement needed to perform this exercise."", ""Repeat for the recommended amount of repetitions.""]",Palms-Down_Dumbbell_Wrist_Curl_Over_A_Bench,,,
Palms-Down Wrist Curl Over A Bench,pull,beginner,isolation,barbell,"[""forearms""]",[],"[""Start out by placing a barbell on one side of a flat bench."", ""Kneel down on both of your knees so that your body is facing the flat bench."", ""Use your arms to grab the barbell with a pronated grip (palms down) and bring them up so that your forearms are resting against the flat bench. Your wrists should be hanging over the edge."", ""Start out by curling your wrist upwards and exhaling."", ""Slowly lower your wrists back down to the starting position while inhaling."", ""Your forearms should be stationary as your wrist is the only movement needed to perform this exercise."", ""Repeat for the recommended amount of repetitions.""]",Palms-Down_Wrist_Curl_Over_A_Bench,,,
Palms-Up Barbell Wrist Curl Over A Bench,pull,beginner,isolation,barbell,"[""forearms""]",[],"[""Start out by placing a barbell on one side of a flat bench."", ""Kneel down on both of your knees so that your body is facing the flat bench."", ""Use your arms to grab the barbell with a supinated grip (palms up) and bring them up so that your forearms are resting against the flat bench. Your wrists should be hanging over the edge."", ""Start out by curling your wrist upwards and exhaling."", ""Slowly lower your wrists back down to the starting position while inhaling."", ""Your forearms should be stationary as your wrist is the only movement needed to perform this exercise."", ""Repeat for the recommended amount of repetitions.""]",Palms-Up_Barbell_Wrist_Curl_Over_A_Bench,,,
Palms-Up Dumbbell Wrist Curl Over A Bench,pull,beginner,isolation,dumbbell,"[""forearms""]",[],"[""Start out by placing two dumbbells on one side of a flat bench."", ""Kneel down on both of your knees so that your body is facing the flat bench."", ""Use your arms to grab both of the dumbbells with a supinated grip (palms up) and bring them up so that your forearms are resting against the flat bench. Your wrists should be hanging over the edge."", ""Start out by curling your wrist upwards and exhaling."", ""Slowly lower your wrists back down to the starting position while inhaling. Make sure to inhale during this part of the exercise."", ""Your forearms should be stationary as your wrist is the only movement needed to perform this exercise."", ""Repeat for the recommended amount of repetitions.""]",Palms-Up_Dumbbell_Wrist_Curl_Over_A_Bench,,,
Parallel Bar Dip,push,beginner,compound,other,"[""triceps""]","[""chest"", ""shoulders""]","[""Stand between a set of parallel bars. Place a hand on each bar, and then take a small jump to help you get into the starting position with your arms locked out."", ""Begin by flexing the elbow, lowering your body until your arms break 90 degrees. Avoid swinging, and maintain good posture throughout the descent."", ""Reverse the motion by extending the elbow, pushing yourself back up into the starting position."", ""Repeat for the desired number of repetitions.""]",Parallel_Bar_Dip,,,
Pin Presses,push,intermediate,compound,barbell,"[""triceps""]","[""chest"", ""forearms"", ""lats"", ""middle back"", ""shoulders""]","[""Pin presses remove the eccentric phase of the bench press, developing starting strength. They also allow you to train a desired range of motion."", ""The bench should be set up in a power rack. Set the pins to the desired point in your range of motion, whether it just be lockout or an inch off of your chest. The bar should be moved to the pins and prepared for lifting."", ""Begin by lying on the bench, with the bar directly above the contact point during your regular bench. Tuck your feet underneath you and arch your back. Using the bar to help support your weight, lift your shoulder off the bench and retract them, squeezing the shoulder blades together. Use your feet to drive your traps into the bench. Maintain this tight body position throughout the movement."", ""You can take a standard bench grip, or shoulder width to focus on the triceps. The bar, wrist, and elbow should stay in line at all times. Focus on squeezing the bar and trying to pull it apart."", ""Drive the bar up with as much force as possible. The elbows should be tucked in until lockout."", ""Return the bar to the pins, pausing before beginning the next repetition.""]",Pin_Presses,,,
Plate Twist,pull,intermediate,compound,other,"[""abdominals""]",[],"[""Lie down on the floor or an exercise mat with your legs fully extended and your upper body upright. Grab the plate by its sides with both hands out in front of your abdominals with your arms slightly bent."", ""Slowly cross your legs near your ankles and lift them up off the ground. Your knees should also be bent slightly. Note: Move your upper body back slightly to help keep you balanced turning this exercise. This is the starting position."", ""Move the plate to the left side and touch the floor with it. Breathe out as you perform that movement."", ""Come back to the starting position as you breathe in and then repeat the movement but this time to the right side of the body. Tip: Use a slow controlled movement at all times. Jerking motions can injure the back."", ""Repeat for the recommended amount of repetitions.""]",Plate_Twist,,,
Platform Hamstring Slides,pull,beginner,isolation,other,"[""hamstrings""]","[""glutes""]","[""For this movement a wooden floor or similar is needed. Lay on your back with your legs extended. Place a gym towel or a light weight underneath your heel. This will be your starting position."", ""Begin the movement by flexing the knee, keeping your other leg straight."", ""Continue bringing the heel closer to you, sliding it on the floor."", ""At full knee flexion, reverse the movement to return to the starting position.""]",Platform_Hamstring_Slides,,,
Plie Dumbbell Squat,push,beginner,compound,dumbbell,"[""quadriceps""]","[""abdominals"", ""calves"", ""glutes"", ""hamstrings""]","[""Hold a dumbbell at the base with both hands and stand straight up. Move your legs so that they are wider than shoulder width apart from each other with your knees slightly bent."", ""Your toes should be facing out. Note: Your arms should be stationary while performing the exercise. This is the starting position."", ""Slowly bend the knees and lower your legs until your thighs are parallel to the floor. Make sure to inhale as this is the eccentric part of the exercise."", ""Press mainly with the heel of the foot to bring the body back to the starting position while exhaling."", ""Repeat for the recommended amount of repetitions.""]",Plie_Dumbbell_Squat,,,
Power Clean,pull,intermediate,compound,barbell,"[""hamstrings""]","[""calves"", ""forearms"", ""glutes"", ""lower back"", ""middle back"", ""quadriceps"", ""shoulders"", ""traps"", ""triceps""]","[""Stand with your feet slightly wider than shoulder width apart and toes pointing out slightly."", ""Squat down and grasp bar with a closed, pronated grip. Your hands should be slightly wider than shoulder width apart outside knees with elbows fully extended."", ""Place the bar about 1 inch in front of your shins and over the balls of your feet."", ""Your back should be flat or slightly arched, your chest held up and out and your shoulder blades should be retracted."", ""Keep your head in a neutral position (in line with vertebral column and not tilted or rotated) with your eyes focused straight ahead. Inhale during this phase."", ""Lift the bar from the floor by forcefully extending the hips and the knees as you exhale. Tip: The upper torso should maintain the same angle. Do not bend at the waist yet and do not let the hips rise before the shoulders (this would have the effect of pushing the glutes in the air and stretching the hamstrings."", ""Keep elbows fully extended with the head in a neutral position and the shoulders over the bar."", ""As the bar raises keep it as close to the shins as possible."", ""As the bar passes the knees, thrust your hips forward and slightly bend the knees to avoid locking them. Tip: At this point your thighs should be against the bar."", ""Keep the back flat or slightly arched, elbows fully extended and your head neutral. Tip: You will hold your breath until the next phase."", ""Inhale and then forcefully and quickly extend your hips and knees and stand on your toes."", ""Keep the bar as close to your body as possible. Tip: Your back should be flat with the elbows pointed out to the sides and your head in a neutral position. Also, keep your shoulders over the bar and arms straight as long as possible."", ""When your lower body joints are fully extended, shrug the shoulders upward rapidly without letting the elbows flex yet. Exhale during this portion of the movement."", ""As the shoulders reach their highest elevation flex your elbows to begin pulling your body under the bar."", ""Continue to pull the arms as high and as long as possible. Tip: Due to the explosive nature of this phase, your torso will be erect or with an arched back, your head will be tilted back slightly and your feet may lose contact with the floor."", ""After the lower body has fully extended and the bar reaches near maximal height, pull your body under the bar and rotate the arms around and under the bar."", ""Simultaneously, flex the hips and knees into a quarter squat position."", ""Once the arms are under the bar, inhale and then lift your elbows to position the upper arms parallel to the floor. Rack the bar across the front of your collar bones and front shoulder muscles."", ""Catch the bar with an erect and tight torso, a neutral head position and flat feet. Exhale during this movement."", ""Stand up by extending the hips and knees to a fully erect position."", ""Lower the bar by gradually reducing the muscular tension of the arms to allow a controlled descent of the bar to the thighs. Inhale during this movement."", ""Simultaneously flex the hips and knees to cushion the impact of the bar on the thighs."", ""Squat down with the elbows fully extended until the bar touches the floor."", ""Start over at Phase 1 and repeat for the recommended amount of repetitions.""]",Power_Clean,,,
Power Clean from Blocks,pull,intermediate,compound,barbell,"[""hamstrings""]","[""quadriceps""]","[""With a barbell on boxes of the desired height, take a grip just outside the legs. Lower your hips with the weight focused on the heels, back straight, head facing forward, chest up, with your shoulders just in front of the bar. This will be your starting position."", ""Begin the first pull by driving through the heels, extending your knees. Your back angle should stay the same, and your arms should remain straight. As the bar approaches the mid-thigh position, begin extending through the hips."", ""In a jumping motion, accelerate by extending the hips, knees, and ankles, using speed to move the bar upward. There should be no need to actively pull through the arms to accelerate the weight. At the end of the second pull, the body should be fully extended, leaning slightly back, with the arms still extended."", ""As full extension is achieved, transition into the third pull by aggressively shrugging and flexing the arms with the elbows up and out. At peak extension, pull yourself under the bar far enough that it can be racked onto the shoulders, rotating your elbows under the bar as you do so. The bar should be racked onto the protracted shoulders, lightly touching the throat with the hands relaxed."", ""Immediately recover by driving through the heels, keeping the torso upright and elbows up. Continue until you have risen to a standing position, and complete the repetition by returning the weight to the boxes.""]",Power_Clean_from_Blocks,,,
Power Jerk,push,expert,compound,barbell,"[""quadriceps""]","[""abdominals"", ""calves"", ""glutes"", ""hamstrings"", ""shoulders"", ""triceps""]","[""Standing with the weight racked on the front of the shoulders, begin with the dip. With your feet directly under your hips, flex the knees without moving the hips backward. Go down only slightly, and reverse direction as powerfully as possible."", ""Drive through the heels create as much speed and force as possible, and be sure to move your head out of the way as the bar leaves the shoulders."", ""At this moment as the feet leave the floor, the feet must be placed into the receiving position as quickly as possible. In the brief moment the feet are not actively driving against the platform, the athletes effort to push the bar up will drive them down. The feet should be moved to a slightly wider stance, with the knees partially bent."", ""Receive the bar with the arms locked out overhead."", ""Return to a standing position.""]",Power_Jerk,,,
Power Partials,push,beginner,isolation,dumbbell,"[""shoulders""]",[],"[""Stand up with your torso upright and a dumbbell on each hand being held at arms length. The elbows should be close to the torso."", ""The palms of the hands should be facing your torso. Your feet should be about shoulder width apart. This will be your starting position."", ""Keeping your arms straight and the torso stationary, lift the weights out to your sides until they are about shoulder level height while exhaling."", ""Feel the contraction for a second and begin to lower the weights back down to the starting position while inhaling. Tip: Keep the palms facing down with the little finger slightly higher while lifting and lowering the weights as it will concentrate the stress on your shoulders mainly."", ""Repeat for the recommended amount of repetitions.""]",Power_Partials,,,
Power Snatch,pull,expert,compound,barbell,"[""hamstrings""]","[""calves"", ""glutes"", ""lower back"", ""quadriceps"", ""shoulders"", ""traps"", ""triceps""]","[""Begin with a loaded barbell on the floor. The bar should be close to or touching the shins, and a wide grip should be taken on the bar. The feet should be directly below the hips, with the feet turned out as needed. Lower the hips, with the chest up and the head looking forward. The shoulders should be just in front of the bar. This will be the starting position."", ""Begin the first pull by driving through the front of the heels, raising the bar from the ground. The back angle should stay the same until the bar passes the knees."", ""Transition into the second pull by extending through the hips knees and ankles, driving the bar up as quickly as possible. The bar should be close to the body. At peak extension, shrug the shoulders and allow the elbows to flex to the side."", ""As you move your feet into the receiving position, a slightly wider position, pull yourself below the bar as you elevate the bar overhead. The bar should be received in a partial squat. Continue raising the bar to the overhead position, receiving the bar locked out overhead."", ""Return to a standing position with the weight over head.""]",Power_Snatch,,,
Power Snatch from Blocks,pull,intermediate,compound,barbell,"[""quadriceps""]","[""calves"", ""forearms"", ""glutes"", ""hamstrings"", ""lower back"", ""shoulders"", ""traps"", ""triceps""]","[""Begin with a loaded barbell on boxes or stands of the desired height. A wide grip should be taken on the bar. The feet should be directly below the hips, with the feet turned out as needed. Lower the hips, with the chest up and the head looking forward. The shoulders should be just in front of the bar, with the elbows pointed out. This will be the starting position."", ""Begin the first pull by driving through the front of the heels, raising the bar from the boxes."", ""Transition into the second pull by extending through the hips knees and ankles, driving the bar up as quickly as possible. The bar should be close to the body. At peak extension, shrug the shoulders and allow the elbows to flex to the side."", ""As you move your feet into the receiving position, forcefully pull yourself below the bar as you elevate the bar overhead. The feet should move to just outside the hips, turned out as necessary. Receive the bar above a full squat and with the arms fully extended overhead."", ""Keeping the bar aligned over the front of the heels, your head and chest up, drive through heels of the feet to move to a standing position. Carefully return the weight to the boxes.""]",Power_Snatch_from_Blocks,,,
Power Stairs,pull,intermediate,compound,other,"[""hamstrings""]","[""adductors"", ""calves"", ""glutes"", ""lower back"", ""quadriceps"", ""shoulders"", ""traps""]","[""In the power stairs, implements are moved up a staircase. For training purposes, these can be performed with a tire or box."", ""Begin by taking the implement with both hands. Set your feet wide, with your head and chest up. Drive through the ground with your heels, extending your knees and hips to raise the weight from the ground."", ""As you lean back, attempt to swing the weight onto the stairs, which are usually around 16-18\"" high. You can use your legs to help push the weight onto the stair."", ""Repeat for 3-5 repetitions, and continue with a heavier weight, moving as fast as possible.""]",Power_Stairs,,,
Preacher Curl,pull,beginner,isolation,barbell,"[""biceps""]",[],"[""To perform this movement you will need a preacher bench and an E-Z bar. Grab the E-Z curl bar at the close inner handle (either have someone hand you the bar which is preferable or grab the bar from the front bar rest provided by most preacher benches). The palm of your hands should be facing forward and they should be slightly tilted inwards due to the shape of the bar."", ""With the upper arms positioned against the preacher bench pad and the chest against it, hold the E-Z Curl Bar at shoulder length. This will be your starting position."", ""As you breathe in, slowly lower the bar until your upper arm is extended and the biceps is fully stretched."", ""As you exhale, use the biceps to curl the weight up until your biceps is fully contracted and the bar is at shoulder height. Squeeze the biceps hard and hold this position for a second."", ""Repeat for the recommended amount of repetitions.""]",Preacher_Curl,,,
Preacher Hammer Dumbbell Curl,pull,beginner,isolation,dumbbell,"[""biceps""]","[""forearms""]","[""Place the upper part of both arms on top of the preacher bench as you hold a dumbbell in each hand with the palms facing each other (neutral grip)."", ""As you breathe in, slowly lower the dumbbells until your upper arm is extended and the biceps is fully stretched."", ""As you exhale, use the biceps to curl the weight up until your biceps is fully contracted and the dumbbells are at shoulder height."", ""Squeeze the biceps hard for a second at the contracted position and repeat for the recommended amount of repetitions.""]",Preacher_Hammer_Dumbbell_Curl,,,
Press Sit-Up,push,expert,compound,barbell,"[""abdominals""]","[""chest"", ""shoulders"", ""triceps""]","[""To begin, lie down on a bench with a barbell resting on your chest. Position your legs so they are secure on the extension of the abdominal bench. This is the starting position."", ""While inhaling, tighten your abdominals and glutes. Simultaneously curl your torso as you do when performing a sit-up and press the barbell to an overhead position while exhaling. Tip: Use your arms to push the barbell out as you perform this exercise while still focusing on the abdominal muscles."", ""Lower your upper body back down to the starting position while bringing the barbell back down to your torso. Remember to breathe in while lowering the body."", ""Repeat for the recommended amount of repetitions.""]",Press_Sit-Up,,,
Pull Through,pull,beginner,compound,cable,"[""glutes""]","[""hamstrings"", ""lower back""]","[""Begin standing a few feet in front of a low pulley with a rope or handle attached. Face away from the machine, straddling the cable, with your feet set wide apart."", ""Begin the movement by reaching through your legs as far as possible, bending at the hips. Keep your knees slightly bent. Keeping your arms straight, extend through the hip to stand straight up. Avoid pulling upward through the shoulders; all of the motion should originate through the hips.""]",Pull_Through,,,
Push Press,push,expert,compound,barbell,"[""shoulders""]","[""quadriceps"", ""triceps""]",[],Push_Press,,,
Push Press - Behind the Neck,push,intermediate,compound,barbell,"[""shoulders""]","[""calves"", ""quadriceps"", ""triceps""]","[""Standing with the weight racked on the back of the shoulders, begin with the dip. With your feet directly under your hips, flex the knees without moving the hips backward. Go down only slightly, and reverse direction as powerfully as possible. Drive through the heels create as much speed and force as possible, moving the bar in a vertical path."", ""Using the momentum generated, finish pressing the weight overhead be extending through the arms."", ""Return to the starting position, using your legs to absorb the impact.""]",Push_Press_-_Behind_the_Neck,,,
Quick Leap,push,beginner,compound,other,"[""quadriceps""]","[""calves"", ""hamstrings""]","[""You will need a box for this exerise."", ""Begin facing the box standing 1-2 feet from its edge."", ""By utilizing your hips, hop onto the box, landing on both legs. Ensure that you land with your legs bent and your feet flat."", ""Immediately upon landing, fully extend through the entire body and swing your arms overhead to explode off of the box. Use your legs to absorb the impact of landing.""]",Quick_Leap,,,
Rack Delivery,pull,intermediate,compound,barbell,"[""shoulders""]","[""forearms"", ""traps""]","[""This drill teaches the delivery of the barbell to the rack position on the shoulders. Begin holding a bar in the scarecrow position, with the upper arms parallel to the floor, and the forearms hanging down. Use a hook grip, with your fingers wrapped over your thumbs."", ""Begin by rotating the elbows around the bar, delivering the bar to the shoulders. As your elbows come forward, relax your grip. The shoulders should be protracted, providing a shelf for the bar, which should lightly contact the throat."", ""It is important that the bar stay close to the body at all times, as with a heavier load any distance will result in an unwanted collision. As the movement becomes smoother, speed and load can be increased before progressing further.""]",Rack_Delivery,,,
Rack Pull with Bands,pull,intermediate,compound,barbell,"[""lower back""]","[""forearms"", ""glutes"", ""hamstrings"", ""quadriceps"", ""traps""]","[""Set up in a power rack with the bar on the pins. The pins should be set to the desired point; just below the knees, just above, or in the mid thigh position. Attach bands to the base of the rack, or secure them with dumbbells. Attach the other end to the bar. You may need to choke the bands to provide tension."", ""Position yourself against the bar in proper deadlifting position. Your feet should be under your hips, your grip shoulder width, back arched, and hips back to engage the hamstrings. Since the weight is typically heavy, you may use a mixed grip, a hook grip, or use straps to aid in holding the weight."", ""With your head looking forward, extend through the hips and knees, pulling the weight up and back until lockout. Be sure to pull your shoulders back as you complete the movement. Return the weight to the pins and repeat.""]",Rack_Pull_with_Bands,,,
